Customer Name,Employee Name,Route Name,State
C2636,1171,SAHDULLANAGAR,
C2636,1183,Ramwapur,
C2636,1184,Ramwapur,
C2636,1171,Ramwapur,
C2636,1183,HABIBNAGAR,
C2636,1184,HABIBNAGAR,
C2636,1171,HABIBNAGAR,
C2636,1183,SUKNI,
C2636,1184,SUKNI,
C2636,1171,SUKNI,
C2636,1183,GANGHORNAGAR,
C2636,1184,GANGHORNAGAR,
C2636,1171,GANGHORNAGAR,
C2607,1183,TIWARIPUR,
C2607,1184,TIWARIPUR,
C2607,1171,TIWARIPUR,
C2607,1183,GONDA,
C2607,1184,GONDA,
C2607,1171,GONDA,
C2607,1183,KARIBELWAROAD,
C2607,1184,KARIBELWAROAD,
C2607,1171,KARIBELWAROAD,
C2607,1183,CHUNGI NAKA,
C2607,1184,CHUNGI NAKA,
C2607,1171,CHUNGI NAKA,
C2607,1183,FAIZABAD ROAD,
C2607,1184,FAIZABAD ROAD,
C2607,1171,FAIZABAD ROAD,
C2607,1183,BUS STOP,
C2607,1184,BUS STOP,
C2607,1171,BUS STOP,
C1956,1183,BALPUR,
C1956,1184,BALPUR,
C1956,1171,BALPUR,
C0666,1183,KHARGUPUR,
C0666,1184,KHARGUPUR,
C0666,1171,KHARGUPUR,
C0468,1183,MASKANWA,
C0468,1184,MASKANWA,
C0468,1171,MASKANWA,
C1166,1183,BHABHNAN,
C1166,1184,BHABHNAN,
C1166,1171,BHABHNAN,
C2118,1183,BALLIPUR,
C2118,1184,BALLIPUR,
C2118,1171,BALLIPUR,
C1219,1171,INTERIAR,
C1219,1183,FAIZABAD ROAD,
C1219,1184,FAIZABAD ROAD,
C1219,1171,FAIZABAD ROAD,
C1219,1183,DURJANPUR GHAT,
C1219,1184,DURJANPUR GHAT,
C1219,1171,DURJANPUR GHAT,
C1219,1183,BAJEERGANJ,
C1219,1184,BAJEERGANJ,
C1219,1171,BAJEERGANJ,
C1219,1183,BLESARGANJ,
C1219,1184,BLESARGANJ,
C1219,1171,BLESARGANJ,
C1219,1183,NAWABGANJ,
C1219,1184,NAWABGANJ,
C1219,1171,NAWABGANJ,
C2038,1529,KAPSETI,
C0082,1531,Anpara Local,
C0082,1531,Beena Pur-Renu Sagar,
C0082,1531,Shakti Nagar,
C0082,1531,Dibul Ganj,
C0839,1523,BHADOHI LOCAL,
C0839,1531,BHADOHI LOCAL,
C0839,1523,NAI BAZARPRAKASHPUR,
C0839,1531,NAI BAZARPRAKASHPUR,
C1100,1523,KERAKAT BAZAR,
C1100,1738,KERAKAT BAZAR,
C1100,1738,Kerakat Local,
C1995,1529,BELLTAR LOCAL,
C0474,1523,SHAHGANJ LOCAL,
C0474,1738,SHAHGANJ LOCAL,
C0474,1523,KHETASARAI,
C0474,1738,KHETASARAI,
C2736,1523,MEHNAZPUR LOCAL,
C2736,1738,MEHNAZPUR LOCAL,
C1999,1529,Phoolpur,
C1999,1529,KATHIRAWAN,
C1999,1529,SARNATH PANDEYPUR,
C1999,1529,SIDHORA,
C1999,1529,BHOJUBIR,
C1999,1529,PANDARIBA VISHWNATH,
C1999,1529,TATAKPUR LOCAL,
C1999,1529,BABATPUR ROAD,
C2004,1738,JAFRABAD LOCAL,
C2586,1738,RAMPUR,
C2586,1738,JAMALAPUR LOCAL,
C2728,1738,NAOPERWA LOCAL,
C2642,1738,SIPAH CHAUKIA,
C2570,1738,KACHHARI LINE BAZAR,
C2570,1738,NAI GANJ,
C2043,1523,MALHANI,
C2043,1523,NAIGANJ,
C2043,1523,Pakari Chauraha-Fatehganj,
C2043,1523,Kajgaon-Wajidpur-Salakhpur,
C2043,1523,Kuttupur-Sidikpur-Koiridi,
C2043,1523,Chaukiya-Dudhaura-Khalsha,
C2043,1523,Aliganj-Shambhuganj,
C2043,1523,ChitrasiChhabilepurMalhani Road,
C2690,1738,PALI,
C2690,1738,Badlapur,
C2009,1738,JALALPUR LOCAL,
C0820,1738,KHETASARAI,
C0820,1738,PATTI,
C2242,1523,MANIKALA LOCAL,
C2242,1738,MANIKALA LOCAL,
C2242,1523,SAGAR BARANI,
C2242,1738,SAGAR BARANI,
C2569,1523,MOKALPUR+RAMDYAL,
C0550,1738,MARIYAHU LOCAL,
C2562,1523,SURIYANWA LOCAL,
C2562,1531,SURIYANWA LOCAL,
C2562,1523,DURGA GANJ,
C2562,1531,DURGA GANJ,
C2884,1529,GANGAPUR BAZAR,
C0211,1804,Jaswant nagar Local,
C0370,1804,Bharthana Local,
C0527,1804,Akbarpur Local,
C0597,1804,Dibiyapur Local,
C0764,1804,Dibiyapur Local,
C0764,1804,Sahayal,
C0814,1804,Jahanabad Local,
C0814,1804,Nauranga,
C0814,1804,Amouli,
C1089,1804,Rajapur Local,
C1499,1804,Rura Local,
C1599,1804,Maudha Local,
C1857,1804,Bargarh Local,
C1925,1804,Baberu Local,
C2136,1804,Karvi Local,
C2136,1804,Shankar Bazar,
C2136,1804,Chitrakoot,
C2136,1804,Bharatku-Shivrampur,
C2439,1804,Manikpur Local,
C2439,1804,Saraiyan,
C2603,1804,Oran,
C2661,1804,Banda Local 1,
C2661,1804,Banda Local 2,
C2661,1804,Banda Local 3,
C2720,1804,Attara Local 1,
C2720,1804,Attara Local 2,
C2723,1804,Khaga Local,
C2742,1804,Maurawan Local,
C2742,1804,Hilaily,
C2906,1804,Fatehpur Local,
C0619,1804,Shivraj Pur Local,
C2646,1523,Gopiganj Local,
C2646,1531,Gopiganj Local,
C2646,1523,Gyan Pur,
C2646,1531,Gyan Pur,
C2646,1523,Jungiganj,
C2646,1531,Jungiganj,
C2711,1531,Chunar Local,
C2711,1531,Jamui Bazar,
C0425,1531,Ghantaghar,
C0425,1531,Imarti Road,
C0425,1531,Imarti Road-Pandariba,
C0425,1531,Pan Dariba,
C0425,1531,Pul Road Warsaliganj Local,
C2715,1178,Sabji Mandi,
C2715,1178,SANTOSHI MANDIR ROAD,
C2715,1178,HANUMAN MANDIR ROAD,
C2715,1178,MAIN MARKET,
C2715,1178,RISIA MORE,
C2715,1178,NANPARA ROAD,
C2715,1178,RAJENDRA NAGAR,
C2715,1178,MAHOMAD NAGAR,
C2715,1178,RAVIDASS NAGAR,
C2715,1178,BSNL TOWER,
C2747,1178,VINDAURA,
C2747,1178,BELHARI,
C2747,1178,NANDWAL,
C2747,1178,WAZEERGANJ,
C2747,1178,PHAKHARPUR,
C2747,1178,LUCKNOW ROAD,
C0502,1178,BAHRAICH ROAD,
C0502,1178,BHINGHA ROAD,
C0502,1178,PIPAL CHAURAHA,
C0502,1178,MAIN MARKET ROAD,
C0502,1178,AZAD NAGAR,
C0502,1178,TAHSIL CHAURAHA,
C0502,1178,BECHU BABA ROAD,
C0502,1178,SANJAY PARK ROAD,
C0502,1178,THANA CHAURAHA,
C0502,1178,MANDIR CHAURAHA,
C0298,1178,MAIN MARKET,
C0298,1178,BADRAULI,
C2614,1178,STATION CHAURAHA,
C2614,1178,JANGLI BABA ROAD,
C1933,1178,Sabji Mandi,
C1933,1178,STATION ROAD,
C1933,1178,BARLEN MANDI,
C1933,1178,MALL GODAM ROAD,
C1933,1178,NEPAL GANJ ROAD,
C1933,1178,RAMLILA CHAURAHA,
C1933,1178,RAM JANKI ROAD,
C1933,1178,MARKET ROAD,
C1933,1178,BAJAJ MARKET,
C1257,1178,NANPARA ROAD,
C1257,1178,MAIN MARKET ROAD,
C2576,1178,LUCKNOW ROAD,
C2576,1178,BHINGA ROAD,
C2576,1178,MALHIPUR ROAD,
C0781,1178,KATARNIYA GHAT,
C1749,1178,MAIN MARKET,
C1749,1178,RUPAIDIHA ROAD,
C1749,1178,MIHIPURWA ROAD,
C1749,1178,EMAMGANJ,
C2894,1178,LOCAL,
C2877,1178,LOCAL,
C1612,1178,LOCAL,
C1250,1178,RAMPUR,
C1250,1178,NAWABGANJ,
C1250,1178,GURUGUTTA,
C1250,1178,KAURIA ROAD,
C1250,1178,BABAGANJ,
C1250,1178,GIRANT ROAD,
C1250,1178,GIRANT BAZAR,
C2419,1178,LUCKNOW ROAD,
C2419,1178,GHOSIYANA ROAD,
C0626,1178,BISESARGANJ,
C0626,1178,GANGWAL,
C0626,,GONDA ROAD,
C2713,1184,LOCAL-RAGARGANJ,
C2713,1184,BHAWANI BEGUMGANJ,
C0875,1184,LOCAL,
C2124,1184,INTERIAR,
C2124,1184,LOCAL-HARRIAYA,
C0919,1184,LOCAL-PARASPUR,
C2825,1184,Local-Kauria,
C2470,1184,LOCAL-KATRA BAZAR,
C2085,1738,Bajarang Nara Local,
C2591,1523,Ghosiya,
C2591,1523,Kachhwa,
C2591,1523,Ugapur,
C0454,1158,TULSIPUR,
C0397,1158,BABAGANJ,
C0397,1158,BAGGI ROAD DHANEPUR,
C2422,1158,BALRAMPUR,
C2184,1158,LOCAL UTRAULA,
